From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	SUPFAM	Pfam	InterPro
B0CIE1	B0CIE1	reviewed	GPDA_BRUSI	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA BSUIS_A1729	Brucella suis (strain ATCC 23445 / NCTC 10510)	326	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
Q7VNA0	Q7VNA0	reviewed	GPDA_HAEDU	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA HD_0660	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	336	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
Q38YA9	Q38YA9	reviewed	GPDA_LATSS	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA LCA_0518	Latilactobacillus sakei subsp. sakei (strain 23K) (Lactobacillus sakei subsp. sakei)	340	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
B5BHY3	B5BHY3	reviewed	GPDA_SALPK	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA SSPA3315	Salmonella paratyphi A (strain AKU_12601)	339	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
A8HAD7	A8HAD7	reviewed	GPDA_SHEPA	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA Spea_4214	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	339	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
B5E399	B5E399	reviewed	GPDA_STRP4	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA SPG_2029	Streptococcus pneumoniae serotype 19F (strain G54)	338	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
Q03IN5	Q03IN5	reviewed	GPDA_STRTD	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA STER_1809	Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9)	340	SSF48179;SSF51735;	PF07479;PF01210;	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;
P40852	P40852	reviewed	GPHC_CUPNH	Phosphoglycolate phosphatase, chromosomal (PGP) (PGPase) (EC 3.1.3.18)	cbbZC cbbZ2 H16_B1387	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	231	SSF56784;	PF13419;	IPR050155;IPR036412;IPR006439;IPR041492;IPR023214;IPR023198;IPR037512;
B5VSZ6	B5VSZ6	reviewed	GPI3_YEAS6	Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	SPT14 AWRI1631_160910	Saccharomyces cerevisiae (strain AWRI1631) (Baker's yeast)	452	SSF53756;	PF00534;PF08288;	IPR001296;IPR039507;IPR013234;
Q90X38	Q90X38	reviewed	GPKOW_DANRE	G-patch domain and KOW motifs-containing protein (Protein T54-like)	gpkow t54l si:dz150f13.5 zgc:152714	Danio rerio (Zebrafish) (Brachydanio rerio)	506	SSF50104;	PF12656;PF00467;	IPR000467;IPR041993;IPR041994;IPR005824;IPR014722;IPR045166;IPR026822;IPR008991;
Q7NK82	Q7NK82	reviewed	GPMA1_GLOVI	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1 (BPG-dependent PGAM 1) (PGAM 1) (Phosphoglyceromutase 1) (dPGM 1) (EC 5.4.2.11)	gpmA1 gll1596	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	232	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q8A765	Q8A765	reviewed	GPMA2_BACTN	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 2 (BPG-dependent PGAM 2) (PGAM 2) (Phosphoglyceromutase 2) (dPGM 2) (EC 5.4.2.11)	gpmA2 BT_1660	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	248	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q6HIL9	Q6HIL9	reviewed	GPMA_BACHK	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA BT9727_2281	Bacillus thuringiensis subsp. konkukian (strain 97-27)	245	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q1LTL3	Q1LTL3	reviewed	GPMA_BAUCH	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA BCI_0251	Baumannia cicadellinicola subsp. Homalodisca coagulata	237	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
B7GUR7	B7GUR7	reviewed	GPMA_BIFLS	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Blon_2152 BLIJ_2229	Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)	246	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
C0RMJ1	C0RMJ1	reviewed	GPMA_BRUMB	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA BMEA_B1037	Brucella melitensis biotype 2 (strain ATCC 23457)	206	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q3JWH7	Q3JWH7	reviewed	GPMA_BURP1	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA BURPS1710b_0662	Burkholderia pseudomallei (strain 1710b)	249	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q2T1H5	Q2T1H5	reviewed	GPMA_BURTA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA BTH_I0416	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264)	250	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q3JBA8	Q3JBA8	reviewed	GPMA_NITOC	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Noc_1395	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107)	240	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
A1VKR6	A1VKR6	reviewed	GPMA_POLNA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Pnap_0927	Polaromonas naphthalenivorans (strain CJ2)	250	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
B5ZWT2	B5ZWT2	reviewed	GPMA_RHILW	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Rleg2_4126	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	211	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
P62710	P62710	reviewed	GPMA_SHIFL	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA gpm pgm pgmA SF0549 S0557	Shigella flexneri	250	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
Q01YD0	Q01YD0	reviewed	GPMA_SOLUE	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Acid_4374	Solibacter usitatus (strain Ellin6076)	248	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
B9DL85	B9DL85	reviewed	GPMA_STACT	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Sca_1912	Staphylococcus carnosus (strain TM300)	228	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
B1JSU1	B1JSU1	reviewed	GPMA_YERPY	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA YPK_2948	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	250	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR005952;
B1XFK5	B1XFK5	reviewed	GPMB_ECODH	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)	gpmB ECDH10B_4553	Escherichia coli (strain K12 / DH10B)	215	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR050275;IPR023086;
A9N7F5	A9N7F5	reviewed	GPMB_SALPB	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)	gpmB SPAB_05763	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	215	SSF53254;	PF00300;	IPR013078;IPR029033;IPR001345;IPR050275;IPR023086;
Q64ZN5	Q64ZN5	reviewed	GPMI_BACFR	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI BF0292	Bacteroides fragilis (strain YCH46)	504	SSF64158;SSF53649;	PF06415;PF01676;	IPR017850;IPR011258;IPR006124;IPR036646;IPR005995;
Q8XKU2	Q8XKU2	reviewed	GPMI_CLOPE	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm CPE1301	Clostridium perfringens (strain 13 / Type A)	512	SSF64158;SSF53649;	PF06415;PF01676;	IPR017850;IPR011258;IPR006124;IPR036646;IPR005995;
Q5HB16	Q5HB16	reviewed	GPMI_EHRRW	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI Erum5150 ERWE_CDS_05400	Ehrlichia ruminantium (strain Welgevonden)	501	SSF64158;SSF53649;	PF06415;PF01676;	IPR017850;IPR011258;IPR006124;IPR036646;IPR005995;
A5IH96	A5IH96	reviewed	GPMI_LEGPC	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI LPC_2845	Legionella pneumophila (strain Corby)	514	SSF64158;SSF53649;	PF06415;PF01676;	IPR017850;IPR011258;IPR006124;IPR036646;IPR005995;
A4Y1E3	A4Y1E3	reviewed	GPMI_SHEPC	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI Sputcn32_0040	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	514	SSF64158;SSF53649;	PF06415;PF01676;	IPR017850;IPR011258;IPR006124;IPR036646;IPR005995;
Q5BJ53	Q5BJ53	reviewed	GPN2_XENTR	GPN-loop GTPase 2 (ATP-binding domain 1 family member B)	gpn2 atpbd1b	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	303	SSF52540;	PF03029;	IPR004130;IPR030231;IPR027417;
Q9CFV1	Q9CFV1	reviewed	GPO_LACLA	Glutathione peroxidase (EC 1.11.1.9)	gpo LL1364 L0198	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	157	SSF52833;	PF00255;	IPR000889;IPR029759;IPR029760;IPR036249;IPR013766;
P41943	P41943	reviewed	GPR1_YARLI	Glyoxylate pathway regulator	GPR1 YALI0C23617g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	270		PF01184;	IPR051633;IPR000791;IPR047622;
Q9R1K6	Q9R1K6	reviewed	GPR34_MOUSE	Probable G-protein coupled receptor 34	Gpr34	Mus musculus (Mouse)	375	SSF81321;	PF00001;	IPR000276;IPR017452;IPR048057;
B2ZHY2	B2ZHY2	reviewed	GPR39_PIG	G-protein coupled receptor 39	GPR39	Sus scrofa (Pig)	456	SSF81321;	PF00001;	IPR000276;IPR017452;IPR052676;
Q6X632	Q6X632	reviewed	GPR75_MOUSE	Probable G-protein coupled receptor 75	Gpr75	Mus musculus (Mouse)	540	SSF81321;	PF00001;	IPR000276;IPR017452;
Q9NYM4	Q9NYM4	reviewed	GPR83_HUMAN	G-protein coupled receptor 83 (G-protein coupled receptor 72)	GPR83 GPR72 JP05 KIAA1540	Homo sapiens (Human)	423	SSF81321;	PF00001;	IPR000276;IPR017452;IPR000611;
Q6UWM5	Q6UWM5	reviewed	GPRL1_HUMAN	GLIPR1-like protein 1	GLIPR1L1 UNQ2972/PRO7434	Homo sapiens (Human)	242	SSF55797;	PF00188;	IPR018244;IPR014044;IPR035940;IPR001283;IPR034121;IPR002413;
A0RC09	A0RC09	reviewed	GPSB_BACAH	Cell cycle protein GpsB (Guiding PBP1-shuttling protein)	gpsB BALH_1409	Bacillus thuringiensis (strain Al Hakam)	112		PF05103;	IPR011229;IPR019933;IPR007793;
Q88W95	Q88W95	reviewed	GPSB_LACPL	Cell cycle protein GpsB (Guiding PBP1-shuttling protein)	gpsB lp_1754	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	113		PF05103;	IPR011229;IPR019933;IPR007793;
Q2FGZ4	Q2FGZ4	reviewed	GPSB_STAA3	Cell cycle protein GpsB (Guiding PBP1-shuttling protein)	gpsB SAUSA300_1337	Staphylococcus aureus (strain USA300)	114		PF05103;	IPR011229;IPR019933;IPR007793;
Q9M5A9	Q9M5A9	reviewed	GPT1_ARATH	Glucose-6-phosphate/phosphate translocator 1, chloroplastic (AtGPT1)	GPT1 At5g54800 MBG8.6	Arabidopsis thaliana (Mouse-ear cress)	388	SSF103481;	PF03151;	IPR004853;IPR004696;IPR050186;
Q5EA65	Q5EA65	reviewed	GPT_BOVIN	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	DPAGT1	Bos taurus (Bovine)	408		PF21383;PF00953;	IPR048439;IPR000715;IPR033895;
P81087	P81087	reviewed	GPX4_PINPS	Glutathione peroxidase homolog (EC 1.11.1.9) (Water stress-responsive protein 8/9)		Pinus pinaster (Maritime pine)	17			IPR000889;IPR029760;
P27312	P27312	reviewed	GP_PUUMS	Envelopment polyprotein (M polyprotein) [Cleaved into: Glycoprotein N (Gn) (Glycoprotein G1); Glycoprotein C (Gc) (Glycoprotein G2)]	GP	Puumala virus (strain Sotkamo/V-2969/81)	1148		PF20682;PF01561;PF20679;PF01567;PF10538;	IPR016402;IPR048791;IPR048790;IPR002532;IPR002534;IPR012316;
Q9W594	Q9W594	reviewed	GR02A_DROME	Putative gustatory receptor 2a	Gr2a CG18531	Drosophila melanogaster (Fruit fly)	428		PF08395;	IPR013604;
Q27003	Q27003	reviewed	GRA6_TOXGO	Dense granule protein 6 (Protein GRA 6) (Antigen p32) (Protein p33)	GRA6 TG24	Toxoplasma gondii	230		PF05084;	IPR008119;
Q5B4D1	Q5B4D1	reviewed	GRC3_EMENI	Polynucleotide 5'-hydroxyl-kinase grc3 (EC 2.7.1.-)	grc3 AN4599	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	816		PF16575;	IPR045116;IPR032319;IPR027417;
A5F5R7	A5F5R7	reviewed	GRCA_VIBC3	Autonomous glycyl radical cofactor	grcA VC0395_A1940 VC395_2476	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	125	SSF51998;	PF01228;	IPR050244;IPR019777;IPR001150;IPR011140;
Q9VNL4	Q9VNL4	reviewed	GRCR1_DROME	Glutaredoxin domain-containing cysteine-rich protein CG31559	CG31559	Drosophila melanogaster (Fruit fly)	454	SSF52833;	PF00462;	IPR002109;IPR042797;IPR036249;
F3Y5P4	F3Y5P4	reviewed	GRDN_CAEEL	Girdin homolog (Coiled-coil domain-containing protein grdn-1)	grdn-1 Y51A2D.15	Caenorhabditis elegans	1319	SSF116907;	PF19047;	IPR001715;IPR036872;IPR043936;
Q88ZS9	Q88ZS9	reviewed	GREA1_LACPL	Transcription elongation factor GreA 1 (Transcript cleavage factor GreA 1)	greA1 lp_0223	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	156	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
Q8UDE5	Q8UDE5	reviewed	GREA_AGRFC	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA Atu2182 AGR_C_3965	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	158	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
A7I2X0	A7I2X0	reviewed	GREA_CAMHC	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA CHAB381_1310	Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG 19568 / NCTC 13146 / CH001A)	162	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
Q7VJT9	Q7VJT9	reviewed	GREA_HELHP	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA HH_0154	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	163	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
A1AS07	A1AS07	reviewed	GREA_PELPD	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA Ppro_2523	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	158	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
A1ST36	A1ST36	reviewed	GREA_PSYIN	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA Ping_0808	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	159	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
Q2FGB6	Q2FGB6	reviewed	GREA_STAA3	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA SAUSA300_1567	Staphylococcus aureus (strain USA300)	158	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
A8Z4E8	A8Z4E8	reviewed	GREA_STAAT	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA USA300HOU_1610	Staphylococcus aureus (strain USA300 / TCH1516)	158	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
Q82I57	Q82I57	reviewed	GREA_STRAW	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA SAV_3301	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	165	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
A8AVM5	A8AVM5	reviewed	GREA_STRGC	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA SGO_0519	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	160	SSF54534;SSF46557;	PF01272;PF03449;	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;
Q8TE85	Q8TE85	reviewed	GRHL3_HUMAN	Grainyhead-like protein 3 homolog (Sister of mammalian grainyhead) (Transcription factor CP2-like 4)	GRHL3 SOM TFCP2L4	Homo sapiens (Human)	626		PF04516;	IPR007604;IPR040167;
Q7Z2K8	Q7Z2K8	reviewed	GRIN1_HUMAN	G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	GPRIN1 KIAA1893	Homo sapiens (Human)	1008		PF15235;	IPR026646;IPR032745;
Q54SH7	Q54SH7	reviewed	GRLC_DICDI	Metabotropic glutamate receptor-like protein C	grlC DDB_G0282461	Dictyostelium discoideum (Social amoeba)	800		PF00003;PF02608;	IPR017978;IPR051530;IPR003760;
Q54K09	Q54K09	reviewed	GRLQ_DICDI	Metabotropic glutamate receptor-like protein Q	grlQ DDB_G0287905	Dictyostelium discoideum (Social amoeba)	1187	SSF51126;	PF00003;PF13229;	IPR039448;IPR002455;IPR017978;IPR012334;IPR011050;
P35400	P35400	reviewed	GRM7_RAT	Metabotropic glutamate receptor 7 (mGluR7)	Grm7 Gprc1g Mglur7	Rattus norvegicus (Rat)	915	SSF53822;	PF00003;PF01094;PF07562;	IPR001828;IPR000337;IPR011500;IPR038550;IPR017978;IPR017979;IPR001883;IPR000162;IPR050726;IPR028082;
Q7LDG7	Q7LDG7	reviewed	GRP2_HUMAN	RAS guanyl-releasing protein 2 (Calcium and DAG-regulated guanine nucleotide exchange factor I) (CalDAG-GEFI) (Cdc25-like protein) (hCDC25L) (F25B3.3 kinase-like protein)	RASGRP2 CDC25L MCG7	Homo sapiens (Human)	609	SSF57889;SSF47473;SSF48366;	PF00130;PF13499;PF00617;PF00618;	IPR046349;IPR011992;IPR018247;IPR002048;IPR002219;IPR008937;IPR000651;IPR023578;IPR001895;IPR036964;
Q99070	Q99070	reviewed	GRP2_SORBI	Glycine-rich RNA-binding protein 2	GRP2	Sorghum bicolor (Sorghum) (Sorghum vulgare)	168	SSF54928;	PF00076;	IPR012677;IPR035979;IPR051106;IPR048289;IPR000504;
Q5R511	Q5R511	reviewed	GRP75_PONAB	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)	HSPA9	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	679	SSF53067;SSF100920;	PF00012;	IPR043129;IPR012725;IPR018181;IPR029048;IPR029047;IPR013126;
Q3SZC1	Q3SZC1	reviewed	GRPE1_BOVIN	GrpE protein homolog 1, mitochondrial (Mt-GrpE#1) (mt-GrpE)	GRPEL1	Bos taurus (Bovine)	217	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
B5ENA4	B5ENA4	reviewed	GRPE_ACIF5	Protein GrpE (HSP-70 cofactor)	grpE Lferr_2292	Acidithiobacillus ferrooxidans (strain ATCC 53993 / BNL-5-31) (Leptospirillum ferrooxidans (ATCC 53993))	171	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
B8DT61	B8DT61	reviewed	GRPE_BIFA0	Protein GrpE (HSP-70 cofactor)	grpE BLA_0898	Bifidobacterium animalis subsp. lactis (strain AD011)	229	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
B7J283	B7J283	reviewed	GRPE_BORBZ	Protein GrpE (HSP-70 cofactor)	grpE BbuZS7_0529	Borreliella burgdorferi (strain ZS7) (Borrelia burgdorferi)	187	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
Q607A4	Q607A4	reviewed	GRPE_METCA	Protein GrpE (HSP-70 cofactor)	grpE MCA1857	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	185	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
Q6D8X9	Q6D8X9	reviewed	GRPE_PECAS	Protein GrpE (HSP-70 cofactor)	grpE ECA0842	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	195	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
B1XRU2	B1XRU2	reviewed	GRPE_POLNS	Protein GrpE (HSP-70 cofactor)	grpE Pnec_1485	Polynucleobacter necessarius subsp. necessarius (strain STIR1)	182	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
A6WL03	A6WL03	reviewed	GRPE_SHEB8	Protein GrpE (HSP-70 cofactor)	grpE Shew185_1342	Shewanella baltica (strain OS185)	206	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
Q8DF59	Q8DF59	reviewed	GRPE_VIBVU	Protein GrpE (HSP-70 cofactor)	grpE VV1_0365	Vibrio vulnificus (strain CMCP6)	183	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
B3CPX8	B3CPX8	reviewed	GRPE_WOLPP	Protein GrpE (HSP-70 cofactor)	grpE WP0523	Wolbachia pipientis subsp. Culex pipiens (strain wPip)	186	SSF58014;SSF51064;	PF01025;	IPR000740;IPR013805;IPR009012;
Q9LYC8	Q9LYC8	reviewed	GRXS6_ARATH	Monothiol glutaredoxin-S6 (AtGrxS6) (Protein ROXY 17)	GRXS6 ROXY17 At3g62930 T20O10.30	Arabidopsis thaliana (Mouse-ear cress)	102	SSF52833;	PF00462;	IPR011905;IPR002109;IPR014025;IPR036249;
