Uniprot ID,Substrate (including stereochemistry),Name of product,Class (I or II)
P0CJ43,"(2E,6E)-FPP","(E,E)-α-farnesene",Class I
P0C8Y0,"(S)-2,3-epoxysqualene",camelliol C,Class II
P0C8Y0,"(S)-2,3-epoxysqualene",achilleol A,Class II
P0C565,"(R,R)-chrysanthemyl diphosphate","(R,R)-chrysanthemol",Class I
P0C565,(R)-lavandulyl diphosphate(3−),(R)-lavandulol,Class I
P08836,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P08836,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P08524,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P08524,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
P08196,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
P05369,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
P05369,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O95749,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O82146,"(S)-2,3-epoxysqualene",β-amyrin,Class II
O82141,"(S)-2,3-epoxysqualene",lanosterol,Class II
O82140,"(S)-2,3-epoxysqualene",β-amyrin,Class II
O82139,"(S)-2,3-epoxysqualene",cycloartenol,Class II
O81923,"(2E,6E)-FPP",(+)-5-epi-aristolochene,Class I
O81193,(2E)-GPP,(+)-sabinene,Class I
O81192,(2E)-GPP,(+)-bornyl diphosphate,Class I
O81192,(2E)-GPP,(+)-camphene,Class I
O81192,(2E)-GPP,(+)-α-pinene,Class I
O81191,(2E)-GPP,"1,8-cineole",Class I
O81086,"(2E,6E)-FPP","(E,R)-α-bisabolene",Class I
O74165,"(2E,6E)-FPP",squalene,prenyl
O65435,"(2E,6E,10E)-GGPP",rhizathalene A,Class I
O65323,"(2E,6E)-FPP",(+)-5-epi-aristolochene,Class I
O64961,"(2Z,6Z)-FPP",germacrene C,Class I
O64405,"(2E,6E)-FPP","(1E,6E)-γ-humulene",Class I
O64405,"(2E,6E)-FPP",sibirene,Class I
O64405,"(2E,6E)-FPP",longifolene,Class I
O64405,"(2E,6E)-FPP",β-himachalene,Class I
O64405,"(2E,6E)-FPP",γ-himachalene,Class I
O64405,"(2E,6E)-FPP",α-himachalene,Class I
O64404,"(2E,6E)-FPP","(1E,4E)-germacrene B",Class I
O64404,"(2E,6E)-FPP",(+)-δ-selinene,Class I
O64404,"(2E,6E)-FPP","(+)-guaia-6,9-diene",Class I
O59947,"(2E,6E)-FPP",trichodiene,Class I
O59703,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O53507,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
O53507,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
O53507,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O50410,"isopentenyl PP; (2E,6E)-FPP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O50406,"(2E,6E,10E)-GGPP",tuberculosinyl diphosphate(3−),Class II
O49853,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
O48935,"(2E,6E)-FPP",trans-β-farnesene,Class I
O48935,(2E)-GPP,limonene,Class I
O48666,"(2E,6E)-FPP",squalene,prenyl
O24475,(2E)-GPP,(−)-α-pinene,Class I
O24475,(2E)-GPP,(−)-β-pinene,Class I
O24474,(2E)-GPP,β-myrcene,Class I
O24242,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
O24241,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
O23945,(2E)-GPP,(−)-α-pinene,Class I
O23945,(2E)-GPP,β-pinene,Class I
O23945,(2E)-GPP,sabinene,Class I
O23945,(2E)-GPP,β-myrcene,Class I
O23945,(2E)-GPP,α-phellandrene,Class I
O23945,(2E)-GPP,β-phellandrene,Class I
O23909,"(S)-2,3-epoxysqualene",β-amyrin,Class II
O23390,"(S)-2,3-epoxysqualene",baruol,Class II
O22340,(2E)-GPP,(4S)-limonene,Class I
O22043,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O22043,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O14230,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
O14230,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
O13489,"(2E,6E)-FPP",trichodiene,Class I
O13284,ent-copalyl diphosphate,ent-kaurene,Class I
O07854,"(2E,6E)-FPP","15-cis-4,4'-diapophytoene",prenyl
O06728,"(2E,6E)-FPP","(2-trans,6-trans)-farnesol",Class I
O06428,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O06428,(2E)-GPP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O06428,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O05572,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
O04806,(2E)-GPP,(4S)-limonene,Class I
O04408,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
O04046,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
O04046,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
N4V6D4,"(2E,6E,10E,14E)-GFPP",betaestacin I,Class I
N4V6D4,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
N4V6D4,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
MW446505.1,dimethylallyl PP; 4 isopentenyl PP,all-trans-pentaprenyl diphosphate(3−),prenyl
MW446505.1,"(2E,6E,10E,14E)-GFPP",fusoxypene A,Class I
MW446505.1,"(2E,6E,10E,14E)-GFPP",fusoxypene B,Class I
MW446505.1,"(2E,6E,10E,14E)-GFPP",fusoxypene C,Class I
MW446505.1,"(2E,6E,10E,14E)-GFPP",(−)-astellatene,Class I
M5AW86,"(2E,6E,10E,14E)-GFPP",β-geranylfarnesene,Class I
M5AW86,HexPP,β-hexaprene,Class I
M5AW86,HepPP,β-heptaprene,Class I
M4HZ33,"(2E,6E)-FPP",α-bisabolol,Class I
M4HYP3,(+)-copalyl diphosphate,"isopimara-7,15-diene",Class I
M4HYC8,(+)-copalyl diphosphate,"pimara-8(14),15-diene",Class II
M4HYC6,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
M4HYC6,(+)-copalyl diphosphate,"abieta-7,13-diene",Class I
M4HYC6,(+)-copalyl diphosphate,levopimaradiene,Class I
M4HYC6,(+)-copalyl diphosphate,neoabietadiene,Class I
M4HY08,(+)-copalyl diphosphate,"pimara-8(14),15-diene",Class II
M4HY05,"(2E,6E,10E)-GGPP",levopimaradiene,Class II
M4HY05,(+)-copalyl diphosphate,Palustradiene,Class I
M4HY05,(+)-copalyl diphosphate,abietadiene,Class I
M4HY05,(+)-copalyl diphosphate,neoabietadiene,Class I
M4HXW5,(+)-copalyl diphosphate,"isopimara-7,15-diene",Class I
M4HXU6,"(2E,6E,10E)-GGPP",levopimaradiene,Class II
M4GGS1,"(2E,6E)-FPP","amorpha-4,11-diene",Class I
M4GGS0,"(2E,6E)-FPP","amorpha-4,11-diene",Class I
M2V8C1,"(2E,6E,10E,14E)-GFPP",ophiobolin F,Class I
M2V8C1,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
M2V8C1,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
M2U578,"(2E,6E,10E,14E)-GFPP",preterpestacin I,Class I
M2U578,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
M1VDX3,"(2E,6E,10E)-GGPP",(R)-nephthenol,Class I
M1V9Q0,"(2E,6E,10E)-GGPP",cembrene C,Class I
M1V9Q0,"(2E,6E,10E)-GGPP",(R)-nephthenol,Class I
LdSTS7,"(2E,6E)-FPP",1-aristolene,Class I
LdSTS6,"(2E,6E)-FPP",α-murrolene,Class I
LdSTS3,"(2E,6E)-FPP",α-cubebene,Class I
LdSTS11,"(2E,6E)-FPP",1-aristolene,Class I
LdSTS1,"(2E,6E)-FPP",δ-cadinene,Class I
LdSTS1,"(2E,6E)-FPP","Di-epi-1,10-cubenol",Class I
L7XCQ7,"(2E,6E)-FPP",(−)-germacrene A,Class I
L0I7F9,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
L0I517,"(2E,6E)-FPP",(−)-germacrene D,Class I
L0I517,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
L0HP52,"(2E,6E)-FPP","valerena-1,10-diene",Class I
L0HLH2,"(2E,6E)-FPP",germacrene C,Class I
L0HB77,(2E)-GPP,(E)-sabinene hydrate,Class I
L0HB77,(2E)-GPP,limonene,Class I
L0HB77,(2E)-GPP,α-terpineol,Class I
L0HB77,(2E)-GPP,α-pinene,Class I
L0HAM7,(2E)-GPP,(Z)-sabinene hydrate,Class I
L0HAM7,(2E)-GPP,α-pinene,Class I
KUL85185.1,HexPP,talaropentaene,Class I
K9Y6Y9,Negative,,
K9Y645,Negative,,
K7WTQ7,"(2E,6E)-FPP",(+)-α-santalene,Class I
K7WDC8,Negative,,
K7TR87,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
K7TKS3,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
K7TKS3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
K7PRF2,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
K7PRF2,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
K7NBZ9,"(S)-2,3-epoxysqualene",cucurbitadienol,Class II
K4LMW2,"(2E,6E)-FPP",kunzeaol,Class I
K4L9M2,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
K2SUY0,HexPP,macrophomene,Class I
K0K750,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
J9RLZ7,"(2E,6E)-FPP",δ-elemene,Class I
J9RLZ7,"(2E,6E)-FPP",germacrene C,Class I
J9RLZ7,"(2E,6E)-FPP",(−)-germacrene D,Class I
J9RLZ7,"(2E,6E)-FPP",germacrene B,Class I
J9R5V4,"(2E,6E)-FPP","valerena-4,7(11)-diene",Class I
J9R388,"(2E,6E,10E)-GGPP",(+)-copalyl diphosphate,Class II
J9R1J8,"(2E,6E)-FPP",(−)-β-elemene,Class I
J9R1J8,"(2E,6E)-FPP",α-copaene,Class I
J9R1J8,"(2E,6E)-FPP",γ-cadinene,Class I
J9R1J8,"(2E,6E)-FPP",δ-cadinene,Class I
J9R1J8,"(2E,6E)-FPP",(6E)-nerolidol,Class I
J9QS25,"(2E,6E)-FPP",(E)-2-epi-β-caryophyllene,Class I
J9QS23,"(2E,6E,10E)-GGPP",(+)-copalyl diphosphate,Class II
J7LQ09,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
J7LP58,"(2E,6E)-FPP",α-copaene,Class I
J7LP58,"(2E,6E)-FPP",δ-cadinene,Class I
J7LMP2,"(2E,6E)-FPP",bicyclogermacrene,Class I
J7LJN5,"(2E,6E)-FPP",(+)-β-caryophyllene,Class I
J7LH11,"(2E,6E)-FPP",(+)-epi-α-bisabolol,Class I
J7FIX8,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
J7FIX8,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
J7FIX8,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
J3MQP7,"(2E,6E)-FPP",ent-zingiberene,Class I
J3MQP7,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
J3MQP7,"(2E,6E)-FPP",β-bisabolene,Class I
IIIS,"(2E,6E)-FPP",iltremulanol A,Class I
I7H727,"(2E,6E)-FPP",β-elemene,Class I
I7H727,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
I7H727,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
I7H727,"(2E,6E)-FPP",germacrene D,Class I
I7H727,"(2E,6E)-FPP",α-selinene,Class I
I7H727,"(2E,6E)-FPP",δ-cadinene,Class I
I7GPX8,(2E)-GPP,(4R)-limonene,Class I
I7GPX8,(2E)-GPP,β-pinene,Class I
I7GPX8,(2E)-GPP,β-myrcene,Class I
I7GPX8,(2E)-GPP,terpinolene,Class I
I6RE61,(2E)-GPP,(E)-β-ocimene,Class I
I6RE61,(2E)-GPP,(Z)-β-ocimene,Class I
I6RAQ6,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
I6R4V5,"(2E,6E)-FPP",(−)-α-isocomene,Class I
I6QSN0,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
I6QPS5,"(2E,6E)-FPP",(−)-germacrene D,Class I
I3WEW0,(2E)-GPP,"1,8-cineole",Class I
I2N045,"(2E,6E,10E)-GGPP",tsukubadiene,Class I
I2CM69,NPP,limonene,Class I
I2CM59,(2E)-GPP,α-pinene,Class I
I2CM56,"(2E,6E)-FPP",(+)-endo-β-bergamotene,Class I
I2CM55,"(2E,6E)-FPP",(+)-α-santalene,Class I
I1ZHA5,"(2E,6E)-FPP",β-cadinene,Class I
I1TE91,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
I1S104,"(2E,6E)-FPP",longiborneol,Class I
I1RL14,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
I1RL14,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
I1M2G5,NPP,nerol,Class I
HcTC-3,"(2E,6E,10E)-GGPP",elisabethatriene,Class I
HcTC-3,"(2E,6E)-FPP",nephthene,Class I
HcTC-2,"(2E,6E)-FPP",nephthene,Class I
HcTC-1,"(2E,6E,10E)-GGPP","7,11,15-Trimethyl-3-methylene-hexadeca-1,6,10,14-tetraene",Class I
HcTC-1,"(2E,6E,10E)-GGPP",alpha-springene,Class I
H9L9E5,"(2E,6E)-FPP",α-copaene,Class I
H9C6R1,"(2E,6E)-FPP",valerianol,Class I
H8ZM73,"(2E,6E,10E)-GGPP",copal-8-ol diphosphate(3−),Class II
H8ZM73,copal-8-ol diphosphate(3−),cis-abienol,Class I
H6WZF2,(2E)-GPP,"1,8-cineole",Class I
H6WZF2,(2E)-GPP,α-terpineol,Class I
H6WZF2,(2E)-GPP,β-myrcene,Class I
H6WZF2,(2E)-GPP,linalool,Class I
H6WZF2,(2E)-GPP,limonene,Class I
H6WZF2,(2E)-GPP,sabinene,Class I
H6VLG5,ent-copal-8-ol diphosphate(3−),"(13R)-epi-8,13-epoxylabd-14-ene",Class I
H6VLG0,"(2E,6E,10E)-GGPP",(+)-copalyl diphosphate,Class II
H2VFR7,"(2E,6E)-FPP",presqualene diphosphate(3−),prenyl
H2KWF1,"(S)-2,3-epoxysqualene",parkeol,Class II
G9MAN7,"(2E,6E,10E)-GGPP",(+)-copalyl diphosphate,Class II
G9MAN7,(+)-copalyl diphosphate,miltiradiene,Class I
G9M5S9,ent-copalyl diphosphate,ent-kaurene,Class I
G9M5S6,ent-copalyl diphosphate,ent-kaurene,Class I
G9M5S5,ent-copalyl diphosphate,ent-kaurene,Class I
G9M5S4,ent-copalyl diphosphate,ent-kaurene,Class I
G8H5N2,"(2E,6E)-FPP",germacrene A,Class I
G8H5N1,(2E)-GPP,terpinolene,Class I
G8H5N1,(2E)-GPP,limonene,Class I
G8H5N1,(2E)-GPP,β-myrcene,Class I
G8H5N1,(2E)-GPP,α-pinene,Class I
G8H5N1,(2E)-GPP,delta-2-carene,Class I
G8H5N1,(2E)-GPP,(Z)-β-ocimene,Class I
G8H5N1,(2E)-GPP,(E)-β-ocimene,Class I
G8H5N1,(2E)-GPP,γ-terpinene,Class I
G8H5N1,"(2E,6E)-FPP",trans-β-farnesene,Class I
G8H5N0,"(2Z,6Z)-FPP",(Z)-γ-bisabolene,Class I
G8H5N0,(2E)-GPP,β-myrcene,Class I
G8H5M9,(2E)-GPP,limonene,Class I
G8H5M9,(2E)-GPP,β-myrcene,Class I
G8H5M9,"(2E,6E)-FPP",β-farnesene,Class I
G8H5M8,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
G8H5M8,"(2Z,6Z)-FPP",β-bisabolene,Class I
G8H5M8,(2E)-GPP,β-myrcene,Class I
G8H5M7,"(2E,6E)-FPP","(1E,4E)-germacrene B",Class I
G8H5M7,"(2Z,6Z)-FPP","(1E,4E,8E)-α-humulene",Class I
G8H5M7,(2E)-GPP,limonene,Class I
G8GJ96,"(2E,6E,10E)-GGPP",copal-8-ol diphosphate(3−),Class II
G8GJ95,"(2E,6E,10E)-GGPP",copal-8-ol diphosphate(3−),Class II
G8GJ94,copal-8-ol diphosphate(3−),sclareol,Class I
G7LHE5,"(S)-2,3-epoxysqualene",β-amyrin,Class II
G7K980,"(S)-2,3-epoxysqualene",β-amyrin,Class II
G7K980,"(S)-2,3-epoxysqualene",cycloartenol,Class II
G7K980,"(S)-2,3-epoxysqualene",lanosterol,Class II
G5CV56,"(2E,6E)-FPP",(+)-epi-α-bisabolol,Class I
G5CV54,"(2E,6E)-FPP",β-bisabolene,Class I
G5CV54,"(2Z,6Z)-FPP",α-bisabolene,Class I
G5CV52,"(2E,6E)-FPP",(+)-valencene,Class I
G5CV52,"(2Z,6Z)-FPP",(Z)-γ-bisabolene,Class I
G5CV50,ent-copalyl diphosphate,ent-kaurene,Class I
G5CV48,(2E)-GPP,"1,8-cineole",Class I
G5CV46,"(2E,6E)-FPP",viridiflorene,Class I
G5CV45,"(2E,6E)-FPP",viridiflorene,Class I
G5CV44,"(2E,6E)-FPP","guaia-1(10),11-diene",Class I
G5CV44,"(2E,6E)-FPP",β-acoradiene,Class I
G5CV43,"(2E,6E)-FPP","guaia-1(10),11-diene",Class I
G5CV42,"(2E,6E)-FPP","cis-muurola-3,5-diene",Class I
G5CV40,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
G5CV38,"(2E,6E,10E)-GGPP",(+)-copalyl diphosphate,Class II
G5CV35,(2E)-GPP,α-phellandrene,Class I
G3E4M6,"(2E,6E,10E)-GGPP","5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
G3E4M4,"(2E,6E,10E)-GGPP","5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
G3CCC1,copal-8-ol diphosphate(3−),cis-abienol,Class I
G3CCC0,"(2E,6E,10E)-GGPP",copal-8-ol diphosphate(3−),Class II
G2P5T1,"(2E,6E)-FPP",(+)-isoafricanol,Class I
G1JUH6,"(2E,6E)-FPP",germacrene C,Class I
G1JUH5,(2E)-GPP,"1,8-cineole",Class I
G1JUH4,(2E)-GPP,limonene,Class I
G1JUH1,(2E)-GPP,tricyclene,Class I
G1JUH1,(2E)-GPP,(−)-camphene,Class I
G1JUH1,(2E)-GPP,(4S)-limonene,Class I
G1DGI7,"(2E,6E,10E)-GGPP","(13E)-labda-7,13-dien-15-ol",Class II
G0Y7D3,(2E)-GPP,α-thujene,Class I
G0Y7D3,(2E)-GPP,(+)-sabinene,Class I
G0Y7D2,(2E)-GPP,α-thujene,Class I
G0Y7D1,(2E)-GPP,(E)-β-ocimene,Class I
G0Y288,presqualene PP,C30 botryococcene,prenyl
G0Y288,presqualene PP,presqualene alcohol,prenyl
G0Y286,"(2E,6E)-FPP",presqualene alcohol,prenyl
G0LES5,"(2E,6E)-FPP",trichodiene,Class I
F8WQD0,"(S)-2,3-epoxysqualene",shionone,Class II
F8UL81,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
F8UL80,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
F8TWC9,"(2E,6E)-FPP",(−)-germacrene D,Class I
F6I4Y2,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
F6I4Y2,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
F2XFB2,"(2E,6E,10E)-GGPP","abieta-8(14),12-diene",Class II
F2XFB2,"(2E,6E,10E)-GGPP","abieta-7,13-diene",Class II
F2XFB2,"(2E,6E,10E)-GGPP",neoabietadiene,Class II
F2XFB2,"(2E,6E,10E)-GGPP",Palustradiene,Class II
F2XFA8,(2E)-GPP,(−)-α-pinene,Class I
F2XFA8,(2E)-GPP,(−)-β-pinene,Class I
F2XFA8,(2E)-GPP,linalool,Class I
F2XFA8,(2E)-GPP,β-phellandrene,Class I
F2XFA8,(2E)-GPP,camphene,Class I
F2XFA8,(2E)-GPP,β-myrcene,Class I
F2XFA6,(2E)-GPP,(R)-linalool,Class I
F2XFA5,(2E)-GPP,(−)-β-phellandrene,Class I
F2XFA5,(2E)-GPP,(−)-β-pinene,Class I
F2XFA5,(2E)-GPP,(−)-α-pinene,Class I
F2XFA5,(2E)-GPP,β-myrcene,Class I
F2XFA5,(2E)-GPP,α-phellandrene,Class I
F2XFA5,(2E)-GPP,terpinolene,Class I
F2XFA4,(2E)-GPP,(−)-β-phellandrene,Class I
F2XFA4,(2E)-GPP,(−)-β-pinene,Class I
F2XFA4,(2E)-GPP,(−)-α-pinene,Class I
F2XFA4,(2E)-GPP,β-myrcene,Class I
F2XFA4,(2E)-GPP,α-phellandrene,Class I
F2XFA4,(2E)-GPP,terpinolene,Class I
F2XFA2,(2E)-GPP,"1,8-cineole",Class I
F2XFA2,(2E)-GPP,(S)-(−)-α-terpineol,Class I
F2XFA2,(2E)-GPP,(+)-α-pinene,Class I
F2XFA2,(2E)-GPP,β-myrcene,Class I
F2XFA2,(2E)-GPP,β-pinene,Class I
F2XFA1,(2E)-GPP,(−)-β-phellandrene,Class I
F2XFA1,(2E)-GPP,(−)-β-pinene,Class I
F2XFA1,(2E)-GPP,(−)-α-pinene,Class I
F2XFA1,(2E)-GPP,β-myrcene,Class I
F2XFA1,(2E)-GPP,α-phellandrene,Class I
F2XFA1,(2E)-GPP,terpinolene,Class I
F2XFA0,"(2E,6E)-FPP",(+)-longifolene,Class I
F2XFA0,"(2E,6E)-FPP",(+)-α-longipinene,Class I
F2XF99,"(2E,6E)-FPP","(E,E)-α-farnesene",Class I
F2XF99,(2E)-GPP,(E)-β-ocimene,Class I
F2XF98,(2E)-GPP,"1,8-cineole",Class I
F2XF98,(2E)-GPP,(S)-(−)-α-terpineol,Class I
F2XF98,(2E)-GPP,β-myrcene,Class I
F2XF98,(2E)-GPP,(+)-α-pinene,Class I
F2XF98,(2E)-GPP,β-pinene,Class I
F2XF98,(2E)-GPP,γ-terpinene,Class I
F2XF97,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
F2XF97,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
F2XF97,"(2E,6E)-FPP",(+)-α-longipinene,Class I
F2XF97,"(2E,6E)-FPP",longifolene,Class I
F2XF97,"(2E,6E)-FPP",α-muurolene,Class I
F2XF97,"(2E,6E)-FPP",γ-himachalene,Class I
F2XF96,(2E)-GPP,(−)-β-pinene,Class I
F2XF96,(2E)-GPP,(−)-α-pinene,Class I
F2XF95,(2E)-GPP,(−)-α-pinene,Class I
F2XF95,(2E)-GPP,(−)-β-pinene,Class I
F2XF94,(2E)-GPP,(+)-car-3-ene,Class I
F2XF94,(2E)-GPP,terpinolene,Class I
F2XF94,(2E)-GPP,(+)-sabinene,Class I
F2XF94,(2E)-GPP,4-terpineol,Class I
F2XF94,(2E)-GPP,(−)-α-pinene,Class I
F2XF94,(2E)-GPP,α-terpineol,Class I
F2XF94,(2E)-GPP,(−)-β-phellandrene,Class I
F2XF94,(2E)-GPP,β-myrcene,Class I
F2XF94,(2E)-GPP,γ-terpinene,Class I
F2XF94,(2E)-GPP,α-terpinene,Class I
F2XF94,(2E)-GPP,α-phellandrene,Class I
F2XF94,(2E)-GPP,α-thujene,Class I
F2XF93,(2E)-GPP,(R)-linalool,Class I
F2XF92,(+)-copalyl diphosphate,"isopimara-7,15-diene",Class I
F2XF92,(+)-copalyl diphosphate,"isopimara-8(14),15-diene",Class I
F1CKJ1,(2E)-GPP,(+)-sabinene,Class I
F1CKI9,(2E)-GPP,(+)-car-3-ene,Class I
F1CKI8,(2E)-GPP,(+)-car-3-ene,Class I
F1CKI6,(2E)-GPP,(+)-car-3-ene,Class I
F1CKI6,(2E)-GPP,terpinolene,Class I
F1CKI6,(2E)-GPP,(+)-sabinene,Class I
F1CKI6,(2E)-GPP,(−)-α-pinene,Class I
F1CKI6,(2E)-GPP,4-terpineol,Class I
F1CKI6,(2E)-GPP,(−)-β-phellandrene,Class I
F1CKI6,(2E)-GPP,β-myrcene,Class I
F1CKI6,(2E)-GPP,α-terpineol,Class I
F1CKI6,(2E)-GPP,γ-terpinene,Class I
F1A1D4,"(2E,6E)-FPP",bicycloelemene,Class I
F1A1D4,"(2E,6E)-FPP",(−)-β-elemene,Class I
F0ZPL2,"(2E,6E)-FPP","1,2,4,8-tetramethylbicyclo[6.3.0]undeca-2,4-diene",Class I
F0ZPL2,"(2E,6E)-FPP",alpha-neoclovene,Class I
F0ZPL2,"(2E,6E)-FPP",(E)-2-epi-β-caryophyllene,Class I
F0ZPL2,"(2E,6E)-FPP",beta-Neoclovene,Class I
F0ZLU4,"(2E,6E)-FPP","(2S,3R,6S,9S)-(−)-protoillud-7-ene",Class I
F0ZL92,"(2E,6E)-FPP",δ-elemene,Class I
F0ZL92,"(2E,6E)-FPP",(−)-β-elemene,Class I
F0ZL92,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
F0ZL92,"(2E,6E)-FPP",trans-β-farnesene,Class I
F0ZL92,"(2E,6E)-FPP",(E)-2-epi-β-caryophyllene,Class I
F0ZK52,"(2E,6E)-FPP",(−)-β-elemene,Class I
F0ZK52,"(2E,6E)-FPP",germacrene D,Class I
F0ZDD0,"(2E,6E)-FPP",(−)-β-elemene,Class I
F0ZDD0,"(2E,6E)-FPP",trans-β-farnesene,Class I
F0ZDD0,"(2E,6E)-FPP","(E,E)-α-farnesene",Class I
ErTC-2,"(2E,6E,10E)-GGPP",cembrene A,Class I
ErTC-1,"(2E,6E)-FPP","(2-trans,6-trans)-farnesol",Class I
ErTC-1,(2E)-GPP,linalool,Class I
E9N3U9,(2E)-GPP,β-phellandrene,Class I
E9F8R9,"(2E,6E)-FPP",nerolidol,Class I
E9F8R9,"(2E,6E)-FPP",α-cadinol,Class I
E9F8R9,"(2E,6E)-FPP",(−)-γ-cadinene,Class I
E9F8R9,"(2E,6E)-FPP",germacrene D,Class I
E9F8R9,"(2E,6E)-FPP",δ-cadinene,Class I
E9F8R9,"(2E,6E)-FPP",α-cadinene,Class I
E9F8R9,"(2E,6E)-FPP",α-muurolene,Class I
E9F8R9,"(2E,6E)-FPP",(−)-β-elemene,Class I
E9F8R9,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
